InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-537137,PROD-001,Wireless Mouse,3,09-04-2025 10:39,25,CUST-1017,United Kingdom
INV-537138,PROD-005,Bluetooth Headphones,3,09-04-2025 11:18,59.99,CUST-1149,France
INV-537138,PROD-004,27-inch Monitor,3,09-04-2025 11:18,249.99,CUST-1149,France
INV-537138,PROD-008,Laptop Stand,1,09-04-2025 11:18,29.99,CUST-1149,France
INV-537139,PROD-008,Laptop Stand,1,09-04-2025 11:30,29.99,CUST-1191,Germany
INV-537140,PROD-004,27-inch Monitor,3,09-04-2025 12:17,249.99,CUST-1177,United Kingdom
INV-537141,PROD-003,USB-C Hub,1,09-04-2025 13:08,35,CUST-1083,Germany
INV-537141,PROD-001,Wireless Mouse,1,09-04-2025 13:08,25,CUST-1083,Germany
INV-537141,PROD-004,27-inch Monitor,3,09-04-2025 13:08,249.99,CUST-1083,Germany
INV-537142,PROD-001,Wireless Mouse,1,09-04-2025 13:41,25,CUST-1011,France
INV-537142,PROD-007,Ergonomic Office Chair,2,09-04-2025 13:41,199,CUST-1011,France
INV-537142,PROD-003,USB-C Hub,3,09-04-2025 13:41,35,CUST-1011,France
INV-537143,PROD-004,27-inch Monitor,2,09-04-2025 15:57,249.99,CUST-1097,United Kingdom
INV-537143,PROD-007,Ergonomic Office Chair,2,09-04-2025 15:57,199,CUST-1097,United Kingdom
INV-537143,PROD-006,Desk Mat,1,09-04-2025 15:57,15.5,CUST-1097,United Kingdom
INV-537143,PROD-008,Laptop Stand,1,09-04-2025 15:57,29.99,CUST-1097,United Kingdom
INV-537144,PROD-008,Laptop Stand,1,09-04-2025 17:51,29.99,CUST-1069,United Kingdom
INV-537144,PROD-006,Desk Mat,1,09-04-2025 17:51,15.5,CUST-1069,United Kingdom
INV-537145,PROD-004,27-inch Monitor,2,10-04-2025 09:08,249.99,CUST-1118,Germany
INV-537146,PROD-002,Mechanical Keyboard,2,10-04-2025 09:16,85,CUST-1073,United Kingdom
INV-537146,PROD-006,Desk Mat,3,10-04-2025 09:16,15.5,CUST-1073,United Kingdom
INV-537146,PROD-003,USB-C Hub,1,10-04-2025 09:16,35,CUST-1073,United Kingdom
INV-537147,PROD-007,Ergonomic Office Chair,1,10-04-2025 09:17,199,CUST-1038,United Kingdom
INV-537148,PROD-004,27-inch Monitor,21,10-04-2025 10:01,249.99,CUST-1140,France
INV-537148,PROD-003,USB-C Hub,7,10-04-2025 10:01,35,CUST-1140,France
INV-537149,PROD-007,Ergonomic Office Chair,3,10-04-2025 10:28,199,CUST-1187,Germany
INV-537149,PROD-004,27-inch Monitor,2,10-04-2025 10:28,249.99,CUST-1187,Germany
INV-537149,PROD-005,Bluetooth Headphones,3,10-04-2025 10:28,59.99,CUST-1187,Germany
INV-537150,PROD-007,Ergonomic Office Chair,3,10-04-2025 11:31,199,CUST-1147,United Kingdom
INV-537151,PROD-008,Laptop Stand,4,10-04-2025 13:32,29.99,CUST-1200,United Kingdom
INV-537151,PROD-007,Ergonomic Office Chair,4,10-04-2025 13:32,199,CUST-1200,United Kingdom
INV-537151,PROD-004,27-inch Monitor,4,10-04-2025 13:32,249.99,CUST-1200,United Kingdom
INV-537151,PROD-005,Bluetooth Headphones,8,10-04-2025 13:32,59.99,CUST-1200,United Kingdom
INV-537152,PROD-007,Ergonomic Office Chair,3,10-04-2025 14:17,199,CUST-1134,Germany
INV-537153,PROD-003,USB-C Hub,12,10-04-2025 15:16,35,CUST-1105,United Kingdom
INV-537154,PROD-005,Bluetooth Headphones,2,10-04-2025 15:18,59.99,CUST-1031,Germany
INV-537154,PROD-001,Wireless Mouse,3,10-04-2025 15:18,25,CUST-1031,Germany
INV-537154,PROD-006,Desk Mat,2,10-04-2025 15:18,15.5,CUST-1031,Germany
INV-537154,PROD-007,Ergonomic Office Chair,3,10-04-2025 15:18,199,CUST-1031,Germany
INV-537155,PROD-007,Ergonomic Office Chair,2,10-04-2025 15:29,199,CUST-1102,United Kingdom
INV-537155,PROD-002,Mechanical Keyboard,2,10-04-2025 15:29,85,CUST-1102,United Kingdom
INV-537155,PROD-001,Wireless Mouse,1,10-04-2025 15:29,25,CUST-1102,United Kingdom
INV-537156,PROD-007,Ergonomic Office Chair,2,10-04-2025 15:46,199,CUST-1021,France
INV-537156,PROD-004,27-inch Monitor,2,10-04-2025 15:46,249.99,CUST-1021,France
INV-537157,PROD-001,Wireless Mouse,3,11-04-2025 09:07,25,CUST-1188,France
INV-537158,PROD-006,Desk Mat,1,11-04-2025 09:23,15.5,CUST-1013,Germany
INV-537158,PROD-004,27-inch Monitor,2,11-04-2025 09:23,249.99,CUST-1013,Germany
INV-537158,PROD-003,USB-C Hub,1,11-04-2025 09:23,35,CUST-1013,Germany
INV-537158,PROD-005,Bluetooth Headphones,2,11-04-2025 09:23,59.99,CUST-1013,Germany
INV-537159,PROD-003,USB-C Hub,2,11-04-2025 09:40,35,CUST-1146,United Kingdom
INV-537160,PROD-001,Wireless Mouse,2,11-04-2025 10:43,25,CUST-1168,Germany
INV-537160,PROD-005,Bluetooth Headphones,2,11-04-2025 10:43,59.99,CUST-1168,Germany
INV-537160,PROD-002,Mechanical Keyboard,2,11-04-2025 10:43,85,CUST-1168,Germany
INV-537160,PROD-003,USB-C Hub,1,11-04-2025 10:43,35,CUST-1168,Germany
INV-537161,PROD-002,Mechanical Keyboard,2,11-04-2025 11:00,85,CUST-1179,United Kingdom
INV-537161,PROD-004,27-inch Monitor,1,11-04-2025 11:00,249.99,CUST-1179,United Kingdom
INV-537161,PROD-008,Laptop Stand,3,11-04-2025 11:00,29.99,CUST-1179,United Kingdom
INV-537162,PROD-005,Bluetooth Headphones,15,11-04-2025 13:14,59.99,CUST-1015,France
INV-537163,PROD-004,27-inch Monitor,15,11-04-2025 13:57,249.99,CUST-1115,United Kingdom
INV-537163,PROD-008,Laptop Stand,5,11-04-2025 13:57,29.99,CUST-1115,United Kingdom
INV-537164,PROD-004,27-inch Monitor,1,11-04-2025 16:11,249.99,CUST-1052,Germany
INV-537164,PROD-007,Ergonomic Office Chair,1,11-04-2025 16:11,199,CUST-1052,Germany
INV-537165,PROD-005,Bluetooth Headphones,1,11-04-2025 17:06,59.99,CUST-1148,Germany
INV-537165,PROD-006,Desk Mat,1,11-04-2025 17:06,15.5,CUST-1148,Germany
INV-537165,PROD-002,Mechanical Keyboard,2,11-04-2025 17:06,85,CUST-1148,Germany
INV-537165,PROD-001,Wireless Mouse,1,11-04-2025 17:06,25,CUST-1148,Germany
INV-537166,PROD-005,Bluetooth Headphones,2,11-04-2025 17:28,59.99,CUST-1022,United Kingdom
INV-537166,PROD-008,Laptop Stand,2,11-04-2025 17:28,29.99,CUST-1022,United Kingdom
INV-537166,PROD-002,Mechanical Keyboard,2,11-04-2025 17:28,85,CUST-1022,United Kingdom
INV-537166,PROD-003,USB-C Hub,3,11-04-2025 17:28,35,CUST-1022,United Kingdom
INV-537167,PROD-007,Ergonomic Office Chair,3,12-04-2025 09:11,199,CUST-1111,Germany
INV-537167,PROD-002,Mechanical Keyboard,3,12-04-2025 09:11,85,CUST-1111,Germany
INV-537167,PROD-001,Wireless Mouse,1,12-04-2025 09:11,25,CUST-1111,Germany
INV-537168,PROD-001,Wireless Mouse,4,12-04-2025 11:07,25,CUST-1035,United Kingdom
INV-537168,PROD-002,Mechanical Keyboard,8,12-04-2025 11:07,85,CUST-1035,United Kingdom
INV-537169,PROD-008,Laptop Stand,3,12-04-2025 12:37,29.99,CUST-1098,United Kingdom
INV-537170,PROD-001,Wireless Mouse,3,12-04-2025 14:20,25,CUST-1121,France
INV-537170,PROD-005,Bluetooth Headphones,1,12-04-2025 14:20,59.99,CUST-1121,France
INV-537170,PROD-003,USB-C Hub,1,12-04-2025 14:20,35,CUST-1121,France
INV-537171,PROD-006,Desk Mat,9,12-04-2025 16:01,15.5,CUST-1165,United Kingdom
INV-537171,PROD-005,Bluetooth Headphones,6,12-04-2025 16:01,59.99,CUST-1165,United Kingdom
INV-537172,PROD-002,Mechanical Keyboard,1,12-04-2025 16:24,85,CUST-1164,France
INV-537172,PROD-004,27-inch Monitor,1,12-04-2025 16:24,249.99,CUST-1164,France
INV-537172,PROD-001,Wireless Mouse,1,12-04-2025 16:24,25,CUST-1164,France
INV-537173,PROD-002,Mechanical Keyboard,3,13-04-2025 09:13,85,CUST-1167,United Kingdom
INV-537173,PROD-004,27-inch Monitor,2,13-04-2025 09:13,249.99,CUST-1167,United Kingdom
INV-537173,PROD-007,Ergonomic Office Chair,2,13-04-2025 09:13,199,CUST-1167,United Kingdom
INV-537173,PROD-005,Bluetooth Headphones,1,13-04-2025 09:13,59.99,CUST-1167,United Kingdom
INV-537174,PROD-002,Mechanical Keyboard,1,13-04-2025 09:54,85,CUST-1198,United Kingdom
INV-537175,PROD-005,Bluetooth Headphones,2,13-04-2025 16:38,59.99,CUST-1023,France
INV-537175,PROD-008,Laptop Stand,1,13-04-2025 16:38,29.99,CUST-1023,France
INV-537176,PROD-005,Bluetooth Headphones,3,13-04-2025 16:47,59.99,CUST-1148,Germany
INV-537176,PROD-002,Mechanical Keyboard,2,13-04-2025 16:47,85,CUST-1148,Germany
INV-537176,PROD-003,USB-C Hub,1,13-04-2025 16:47,35,CUST-1148,Germany
INV-537177,PROD-005,Bluetooth Headphones,10,13-04-2025 17:15,59.99,CUST-1115,United Kingdom
INV-537177,PROD-006,Desk Mat,5,13-04-2025 17:15,15.5,CUST-1115,United Kingdom
INV-537178,PROD-001,Wireless Mouse,2,13-04-2025 17:26,25,CUST-1112,Germany
INV-537179,PROD-007,Ergonomic Office Chair,3,14-04-2025 09:24,199,CUST-1128,France
INV-537179,PROD-004,27-inch Monitor,3,14-04-2025 09:24,249.99,CUST-1128,France
INV-537180,PROD-006,Desk Mat,10,14-04-2025 10:10,15.5,CUST-1090,Germany
INV-537180,PROD-004,27-inch Monitor,5,14-04-2025 10:10,249.99,CUST-1090,Germany
INV-537180,PROD-002,Mechanical Keyboard,5,14-04-2025 10:10,85,CUST-1090,Germany
INV-537181,PROD-005,Bluetooth Headphones,3,14-04-2025 10:24,59.99,CUST-1151,France
INV-537181,PROD-006,Desk Mat,3,14-04-2025 10:24,15.5,CUST-1151,France
INV-537181,PROD-002,Mechanical Keyboard,2,14-04-2025 10:24,85,CUST-1151,France
INV-537181,PROD-003,USB-C Hub,1,14-04-2025 10:24,35,CUST-1151,France
INV-537182,PROD-006,Desk Mat,2,14-04-2025 11:31,15.5,CUST-1003,United Kingdom
INV-537183,PROD-002,Mechanical Keyboard,3,14-04-2025 12:34,85,CUST-1166,United Kingdom
INV-537183,PROD-004,27-inch Monitor,3,14-04-2025 12:34,249.99,CUST-1166,United Kingdom
INV-537184,PROD-005,Bluetooth Headphones,2,14-04-2025 12:47,59.99,CUST-1111,Germany
INV-537184,PROD-004,27-inch Monitor,1,14-04-2025 12:47,249.99,CUST-1111,Germany
INV-537184,PROD-003,USB-C Hub,1,14-04-2025 12:47,35,CUST-1111,Germany
INV-537185,PROD-008,Laptop Stand,1,14-04-2025 13:48,29.99,CUST-1117,United Kingdom
INV-537185,PROD-006,Desk Mat,2,14-04-2025 13:48,15.5,CUST-1117,United Kingdom
INV-537185,PROD-004,27-inch Monitor,2,14-04-2025 13:48,249.99,CUST-1117,United Kingdom
INV-537186,PROD-001,Wireless Mouse,2,14-04-2025 14:17,25,CUST-1199,United Kingdom
INV-537186,PROD-008,Laptop Stand,2,14-04-2025 14:17,29.99,CUST-1199,United Kingdom
INV-537186,PROD-003,USB-C Hub,3,14-04-2025 14:17,35,CUST-1199,United Kingdom
INV-537186,PROD-004,27-inch Monitor,1,14-04-2025 14:17,249.99,CUST-1199,United Kingdom
INV-537187,PROD-006,Desk Mat,3,14-04-2025 14:17,15.5,CUST-1054,France
INV-537187,PROD-003,USB-C Hub,3,14-04-2025 14:17,35,CUST-1054,France
INV-537187,PROD-002,Mechanical Keyboard,2,14-04-2025 14:17,85,CUST-1054,France
INV-537188,PROD-006,Desk Mat,2,14-04-2025 14:26,15.5,CUST-1099,United Kingdom
INV-537188,PROD-008,Laptop Stand,1,14-04-2025 14:26,29.99,CUST-1099,United Kingdom
INV-537188,PROD-001,Wireless Mouse,2,14-04-2025 14:26,25,CUST-1099,United Kingdom
INV-537188,PROD-005,Bluetooth Headphones,1,14-04-2025 14:26,59.99,CUST-1099,United Kingdom
INV-537189,PROD-008,Laptop Stand,2,14-04-2025 15:08,29.99,CUST-1191,United Kingdom
INV-537189,PROD-002,Mechanical Keyboard,3,14-04-2025 15:08,85,CUST-1191,United Kingdom
INV-537189,PROD-005,Bluetooth Headphones,3,14-04-2025 15:08,59.99,CUST-1191,United Kingdom
INV-537189,PROD-004,27-inch Monitor,2,14-04-2025 15:08,249.99,CUST-1191,United Kingdom
INV-537190,PROD-008,Laptop Stand,2,14-04-2025 16:50,29.99,CUST-1053,United Kingdom
INV-537190,PROD-006,Desk Mat,2,14-04-2025 16:50,15.5,CUST-1053,United Kingdom
INV-537190,PROD-003,USB-C Hub,3,14-04-2025 16:50,35,CUST-1053,United Kingdom
INV-537191,PROD-008,Laptop Stand,3,15-04-2025 09:55,29.99,CUST-1113,United Kingdom
INV-537191,PROD-007,Ergonomic Office Chair,3,15-04-2025 09:55,199,CUST-1113,United Kingdom
INV-537192,PROD-007,Ergonomic Office Chair,3,15-04-2025 12:19,199,CUST-1128,United Kingdom
INV-537192,PROD-003,USB-C Hub,1,15-04-2025 12:19,35,CUST-1128,United Kingdom
INV-537192,PROD-005,Bluetooth Headphones,3,15-04-2025 12:19,59.99,CUST-1128,United Kingdom
INV-537193,PROD-002,Mechanical Keyboard,1,15-04-2025 12:50,85,CUST-1029,United Kingdom
INV-537193,PROD-004,27-inch Monitor,2,15-04-2025 12:50,249.99,CUST-1029,United Kingdom
INV-537194,PROD-006,Desk Mat,6,15-04-2025 13:14,15.5,CUST-1105,United Kingdom
INV-537194,PROD-004,27-inch Monitor,12,15-04-2025 13:14,249.99,CUST-1105,United Kingdom
INV-537194,PROD-001,Wireless Mouse,12,15-04-2025 13:14,25,CUST-1105,United Kingdom
INV-537194,PROD-008,Laptop Stand,18,15-04-2025 13:14,29.99,CUST-1105,United Kingdom
INV-537195,PROD-005,Bluetooth Headphones,6,15-04-2025 14:54,59.99,CUST-1025,United Kingdom
INV-537195,PROD-002,Mechanical Keyboard,3,15-04-2025 14:54,85,CUST-1025,United Kingdom
INV-537195,PROD-006,Desk Mat,9,15-04-2025 14:54,15.5,CUST-1025,United Kingdom
INV-537196,PROD-003,USB-C Hub,3,15-04-2025 15:00,35,CUST-1127,United Kingdom
INV-537196,PROD-008,Laptop Stand,3,15-04-2025 15:00,29.99,CUST-1127,United Kingdom
INV-537196,PROD-001,Wireless Mouse,3,15-04-2025 15:00,25,CUST-1127,United Kingdom
INV-537196,PROD-004,27-inch Monitor,1,15-04-2025 15:00,249.99,CUST-1127,United Kingdom
INV-537197,PROD-006,Desk Mat,9,15-04-2025 17:41,15.5,CUST-1045,France
INV-537197,PROD-007,Ergonomic Office Chair,3,15-04-2025 17:41,199,CUST-1045,France
INV-537198,PROD-007,Ergonomic Office Chair,3,15-04-2025 17:48,199,CUST-1182,United Kingdom
INV-537199,PROD-006,Desk Mat,3,16-04-2025 10:16,15.5,CUST-1122,Germany
INV-537199,PROD-002,Mechanical Keyboard,1,16-04-2025 10:16,85,CUST-1122,Germany
INV-537199,PROD-008,Laptop Stand,1,16-04-2025 10:16,29.99,CUST-1122,Germany
INV-537199,PROD-007,Ergonomic Office Chair,1,16-04-2025 10:16,199,CUST-1122,Germany
INV-537200,PROD-005,Bluetooth Headphones,3,16-04-2025 13:53,59.99,CUST-1102,Germany
INV-537200,PROD-008,Laptop Stand,2,16-04-2025 13:53,29.99,CUST-1102,Germany
INV-537201,PROD-002,Mechanical Keyboard,1,16-04-2025 13:55,85,CUST-1057,United Kingdom
INV-537201,PROD-003,USB-C Hub,1,16-04-2025 13:55,35,CUST-1057,United Kingdom
INV-537201,PROD-005,Bluetooth Headphones,3,16-04-2025 13:55,59.99,CUST-1057,United Kingdom
INV-537201,PROD-008,Laptop Stand,1,16-04-2025 13:55,29.99,CUST-1057,United Kingdom
INV-537202,PROD-004,27-inch Monitor,1,16-04-2025 14:47,249.99,CUST-1046,United Kingdom
INV-537203,PROD-008,Laptop Stand,1,16-04-2025 15:03,29.99,CUST-1137,United Kingdom
INV-537203,PROD-004,27-inch Monitor,3,16-04-2025 15:03,249.99,CUST-1137,United Kingdom
INV-537204,PROD-001,Wireless Mouse,12,16-04-2025 15:17,25,CUST-1010,United Kingdom
INV-537204,PROD-007,Ergonomic Office Chair,6,16-04-2025 15:17,199,CUST-1010,United Kingdom
INV-537204,PROD-008,Laptop Stand,12,16-04-2025 15:17,29.99,CUST-1010,United Kingdom
INV-537204,PROD-003,USB-C Hub,18,16-04-2025 15:17,35,CUST-1010,United Kingdom
INV-537205,PROD-006,Desk Mat,5,16-04-2025 15:38,15.5,CUST-1115,France
INV-537205,PROD-005,Bluetooth Headphones,15,16-04-2025 15:38,59.99,CUST-1115,France
INV-537205,PROD-007,Ergonomic Office Chair,10,16-04-2025 15:38,199,CUST-1115,France
INV-537206,PROD-001,Wireless Mouse,3,16-04-2025 16:17,25,CUST-1166,United Kingdom
INV-537206,PROD-007,Ergonomic Office Chair,3,16-04-2025 16:17,199,CUST-1166,United Kingdom
INV-537207,PROD-004,27-inch Monitor,3,16-04-2025 16:42,249.99,CUST-1058,United Kingdom
INV-537207,PROD-006,Desk Mat,3,16-04-2025 16:42,15.5,CUST-1058,United Kingdom
INV-537208,PROD-007,Ergonomic Office Chair,1,17-04-2025 10:19,199,CUST-1114,Germany
INV-537208,PROD-003,USB-C Hub,3,17-04-2025 10:19,35,CUST-1114,Germany
INV-537208,PROD-006,Desk Mat,2,17-04-2025 10:19,15.5,CUST-1114,Germany
INV-537208,PROD-001,Wireless Mouse,2,17-04-2025 10:19,25,CUST-1114,Germany
INV-537209,PROD-008,Laptop Stand,3,17-04-2025 10:35,29.99,CUST-1021,United Kingdom
INV-537210,PROD-008,Laptop Stand,2,17-04-2025 12:17,29.99,CUST-1184,United Kingdom
INV-537211,PROD-005,Bluetooth Headphones,2,17-04-2025 13:03,59.99,CUST-1176,United Kingdom
INV-537211,PROD-007,Ergonomic Office Chair,3,17-04-2025 13:03,199,CUST-1176,United Kingdom
INV-537211,PROD-001,Wireless Mouse,1,17-04-2025 13:03,25,CUST-1176,United Kingdom
INV-537211,PROD-008,Laptop Stand,3,17-04-2025 13:03,29.99,CUST-1176,United Kingdom
INV-537212,PROD-003,USB-C Hub,3,17-04-2025 16:21,35,CUST-1183,Germany
INV-537212,PROD-006,Desk Mat,3,17-04-2025 16:21,15.5,CUST-1183,Germany
INV-537212,PROD-007,Ergonomic Office Chair,1,17-04-2025 16:21,199,CUST-1183,Germany
INV-537212,PROD-004,27-inch Monitor,3,17-04-2025 16:21,249.99,CUST-1183,Germany
INV-537213,PROD-003,USB-C Hub,1,17-04-2025 16:59,35,CUST-1057,France
INV-537214,PROD-007,Ergonomic Office Chair,1,17-04-2025 17:15,199,CUST-1022,United Kingdom
INV-537214,PROD-008,Laptop Stand,1,17-04-2025 17:15,29.99,CUST-1022,United Kingdom
INV-537215,PROD-005,Bluetooth Headphones,1,18-04-2025 09:16,59.99,CUST-1008,United Kingdom
INV-537215,PROD-008,Laptop Stand,3,18-04-2025 09:16,29.99,CUST-1008,United Kingdom
INV-537216,PROD-002,Mechanical Keyboard,1,18-04-2025 10:29,85,CUST-1134,United Kingdom
INV-537216,PROD-004,27-inch Monitor,1,18-04-2025 10:29,249.99,CUST-1134,United Kingdom
INV-537216,PROD-007,Ergonomic Office Chair,3,18-04-2025 10:29,199,CUST-1134,United Kingdom
INV-537217,PROD-008,Laptop Stand,1,18-04-2025 11:32,29.99,CUST-1069,Germany
INV-537217,PROD-003,USB-C Hub,3,18-04-2025 11:32,35,CUST-1069,Germany
INV-537218,PROD-003,USB-C Hub,3,18-04-2025 12:44,35,CUST-1197,Germany
INV-537218,PROD-001,Wireless Mouse,2,18-04-2025 12:44,25,CUST-1197,Germany
INV-537218,PROD-006,Desk Mat,1,18-04-2025 12:44,15.5,CUST-1197,Germany
INV-537219,PROD-007,Ergonomic Office Chair,2,18-04-2025 13:08,199,CUST-1082,Germany
INV-537220,PROD-003,USB-C Hub,5,18-04-2025 13:38,35,CUST-1060,Germany
INV-537220,PROD-006,Desk Mat,15,18-04-2025 13:38,15.5,CUST-1060,Germany
INV-537220,PROD-002,Mechanical Keyboard,5,18-04-2025 13:38,85,CUST-1060,Germany
INV-537221,PROD-004,27-inch Monitor,1,19-04-2025 15:36,249.99,CUST-1062,United Kingdom
INV-537222,PROD-001,Wireless Mouse,4,19-04-2025 15:44,25,CUST-1100,France
INV-537222,PROD-006,Desk Mat,8,19-04-2025 15:44,15.5,CUST-1100,France
INV-537222,PROD-007,Ergonomic Office Chair,4,19-04-2025 15:44,199,CUST-1100,France
INV-537222,PROD-002,Mechanical Keyboard,4,19-04-2025 15:44,85,CUST-1100,France
INV-537223,PROD-001,Wireless Mouse,3,19-04-2025 15:52,25,CUST-1063,France
INV-537223,PROD-003,USB-C Hub,2,19-04-2025 15:52,35,CUST-1063,France
INV-537223,PROD-005,Bluetooth Headphones,1,19-04-2025 15:52,59.99,CUST-1063,France
INV-537224,PROD-008,Laptop Stand,2,19-04-2025 15:54,29.99,CUST-1127,France
INV-537224,PROD-003,USB-C Hub,2,19-04-2025 15:54,35,CUST-1127,France
INV-537224,PROD-006,Desk Mat,3,19-04-2025 15:54,15.5,CUST-1127,France
INV-537224,PROD-004,27-inch Monitor,3,19-04-2025 15:54,249.99,CUST-1127,France
INV-537225,PROD-003,USB-C Hub,3,19-04-2025 16:40,35,CUST-1116,United Kingdom
INV-537226,PROD-007,Ergonomic Office Chair,1,19-04-2025 17:30,199,CUST-1057,United Kingdom
INV-537226,PROD-004,27-inch Monitor,2,19-04-2025 17:30,249.99,CUST-1057,United Kingdom
INV-537226,PROD-002,Mechanical Keyboard,2,19-04-2025 17:30,85,CUST-1057,United Kingdom
INV-537226,PROD-003,USB-C Hub,2,19-04-2025 17:30,35,CUST-1057,United Kingdom
INV-537227,PROD-006,Desk Mat,2,20-04-2025 09:17,15.5,CUST-1183,United Kingdom
INV-537227,PROD-008,Laptop Stand,2,20-04-2025 09:17,29.99,CUST-1183,United Kingdom
INV-537227,PROD-003,USB-C Hub,1,20-04-2025 09:17,35,CUST-1183,United Kingdom
INV-537228,PROD-005,Bluetooth Headphones,2,20-04-2025 09:33,59.99,CUST-1034,France
INV-537229,PROD-005,Bluetooth Headphones,1,20-04-2025 09:41,59.99,CUST-1036,United Kingdom
INV-537229,PROD-001,Wireless Mouse,1,20-04-2025 09:41,25,CUST-1036,United Kingdom
INV-537229,PROD-006,Desk Mat,2,20-04-2025 09:41,15.5,CUST-1036,United Kingdom
INV-537230,PROD-002,Mechanical Keyboard,1,20-04-2025 10:47,85,CUST-1194,Germany
INV-537230,PROD-008,Laptop Stand,3,20-04-2025 10:47,29.99,CUST-1194,Germany
INV-537230,PROD-005,Bluetooth Headphones,3,20-04-2025 10:47,59.99,CUST-1194,Germany
INV-537230,PROD-006,Desk Mat,3,20-04-2025 10:47,15.5,CUST-1194,Germany
INV-537231,PROD-004,27-inch Monitor,3,20-04-2025 11:02,249.99,CUST-1083,United Kingdom
INV-537231,PROD-005,Bluetooth Headphones,2,20-04-2025 11:02,59.99,CUST-1083,United Kingdom
INV-537232,PROD-002,Mechanical Keyboard,1,20-04-2025 12:06,85,CUST-1156,United Kingdom
INV-537232,PROD-004,27-inch Monitor,3,20-04-2025 12:06,249.99,CUST-1156,United Kingdom
INV-537232,PROD-001,Wireless Mouse,1,20-04-2025 12:06,25,CUST-1156,United Kingdom
INV-537232,PROD-003,USB-C Hub,2,20-04-2025 12:06,35,CUST-1156,United Kingdom
INV-537233,PROD-002,Mechanical Keyboard,1,20-04-2025 16:07,85,CUST-1146,France
INV-537234,PROD-007,Ergonomic Office Chair,3,20-04-2025 16:23,199,CUST-1118,Germany
INV-537234,PROD-003,USB-C Hub,2,20-04-2025 16:23,35,CUST-1118,Germany
INV-537234,PROD-001,Wireless Mouse,2,20-04-2025 16:23,25,CUST-1118,Germany
INV-537234,PROD-002,Mechanical Keyboard,3,20-04-2025 16:23,85,CUST-1118,Germany
INV-537235,PROD-004,27-inch Monitor,2,20-04-2025 16:24,249.99,CUST-1079,United Kingdom
INV-537235,PROD-007,Ergonomic Office Chair,2,20-04-2025 16:24,199,CUST-1079,United Kingdom
INV-537235,PROD-008,Laptop Stand,2,20-04-2025 16:24,29.99,CUST-1079,United Kingdom
INV-537235,PROD-003,USB-C Hub,1,20-04-2025 16:24,35,CUST-1079,United Kingdom
INV-537236,PROD-008,Laptop Stand,2,21-04-2025 09:30,29.99,CUST-1038,United Kingdom
INV-537237,PROD-001,Wireless Mouse,3,21-04-2025 10:11,25,CUST-1071,United Kingdom
INV-537237,PROD-008,Laptop Stand,3,21-04-2025 10:11,29.99,CUST-1071,United Kingdom
INV-537237,PROD-003,USB-C Hub,2,21-04-2025 10:11,35,CUST-1071,United Kingdom
INV-537237,PROD-002,Mechanical Keyboard,1,21-04-2025 10:11,85,CUST-1071,United Kingdom
INV-537238,PROD-001,Wireless Mouse,2,21-04-2025 10:56,25,CUST-1067,United Kingdom
INV-537239,PROD-007,Ergonomic Office Chair,2,21-04-2025 11:53,199,CUST-1184,United Kingdom
INV-537239,PROD-006,Desk Mat,1,21-04-2025 11:53,15.5,CUST-1184,United Kingdom
INV-537239,PROD-002,Mechanical Keyboard,1,21-04-2025 11:53,85,CUST-1184,United Kingdom
INV-537239,PROD-005,Bluetooth Headphones,3,21-04-2025 11:53,59.99,CUST-1184,United Kingdom
INV-537240,PROD-007,Ergonomic Office Chair,3,21-04-2025 12:08,199,CUST-1022,United Kingdom
INV-537240,PROD-003,USB-C Hub,2,21-04-2025 12:08,35,CUST-1022,United Kingdom
INV-537241,PROD-006,Desk Mat,2,21-04-2025 12:46,15.5,CUST-1151,United Kingdom
INV-537241,PROD-005,Bluetooth Headphones,3,21-04-2025 12:46,59.99,CUST-1151,United Kingdom
INV-537241,PROD-007,Ergonomic Office Chair,3,21-04-2025 12:46,199,CUST-1151,United Kingdom
INV-537242,PROD-005,Bluetooth Headphones,3,21-04-2025 12:46,59.99,CUST-1146,United Kingdom
INV-537242,PROD-001,Wireless Mouse,2,21-04-2025 12:46,25,CUST-1146,United Kingdom
INV-537242,PROD-002,Mechanical Keyboard,3,21-04-2025 12:46,85,CUST-1146,United Kingdom
INV-537243,PROD-006,Desk Mat,3,21-04-2025 13:44,15.5,CUST-1052,United Kingdom
INV-537243,PROD-001,Wireless Mouse,3,21-04-2025 13:44,25,CUST-1052,United Kingdom
INV-537244,PROD-008,Laptop Stand,2,21-04-2025 15:10,29.99,CUST-1062,Germany
INV-537244,PROD-001,Wireless Mouse,2,21-04-2025 15:10,25,CUST-1062,Germany
INV-537245,PROD-005,Bluetooth Headphones,21,21-04-2025 17:39,59.99,CUST-1160,Germany
INV-537246,PROD-004,27-inch Monitor,2,22-04-2025 11:26,249.99,CUST-1043,France
INV-537246,PROD-002,Mechanical Keyboard,2,22-04-2025 11:26,85,CUST-1043,France
INV-537247,PROD-005,Bluetooth Headphones,3,22-04-2025 11:35,59.99,CUST-1147,France
INV-537248,PROD-003,USB-C Hub,2,22-04-2025 11:57,35,CUST-1026,Germany
INV-537249,PROD-005,Bluetooth Headphones,2,22-04-2025 16:58,59.99,CUST-1006,United Kingdom
